file,params,prop,type,n,a,repeat,error,time_VI,iters_VI,dist_VI,time_VIGS,iters_VIGS,dist_VIGS,time_RVI,iters_RVI,dist_RVI,time_PI1,iters_PI1,dist_PI1,time_PIGS1,iters_PIGS1,dist_PIGS1,time_PI2,iters_PI2,dist_PI2,time_PIGS2,iters_PIGS2,dist_PIGS2,time_PI3,iters_PI3,dist_PI3,time_PIGS3,iters_PIGS3,dist_PIGS3
consensus.2.v1.jani,{'K': 8},steps_max,AverageMDP,1040,3,26,,0.17134,5000.0,0.00102909,,,,0.17005,5000.0,0.00102909,0.26104,4857.0,9.93487e-09,0.16641,3264.0,9.9642e-09,0.25175,3239.0,9.98398e-09,0.14537,2076.0,9.95396e-09,0.26262,813.0,9.95487e-09,0.15414,33.0,9.9717e-09
consensus.2.v1.jani,{'K': 8},steps_max,AverageMDP,1040,3,27,,0.17163,5000.0,0.00102909,,,,0.17337,5000.0,0.00102909,0.26127,4857.0,9.93487e-09,0.16899,3264.0,9.9642e-09,0.25094,3239.0,9.98398e-09,0.14612,2076.0,9.95396e-09,0.25902,813.0,9.95487e-09,0.1515,33.0,9.9717e-09
consensus.2.v1.jani,{'K': 8},steps_max,AverageMDP,1040,3,28,,0.17133,5000.0,0.00102909,,,,0.17096,5000.0,0.00102909,0.26035,4857.0,9.93487e-09,0.16704,3264.0,9.9642e-09,0.25001,3239.0,9.98398e-09,0.14671,2076.0,9.95396e-09,0.25977,813.0,9.95487e-09,0.1494,33.0,9.9717e-09
consensus.2.v1.jani,{'K': 8},steps_max,AverageMDP,1040,3,29,,0.17044,5000.0,0.00102909,,,,0.17136,5000.0,0.00102909,0.25846,4857.0,9.93487e-09,0.17607,3264.0,9.9642e-09,0.25397,3239.0,9.98398e-09,0.14689,2076.0,9.95396e-09,0.2601,813.0,9.95487e-09,0.14937,33.0,9.9717e-09
consensus.2.v1.jani,{'K': 8},steps_max,AverageMDP,1040,3,30,,0.17201,5000.0,0.00102909,,,,0.1705,5000.0,0.00102909,0.25793,4857.0,9.93487e-09,0.16609,3264.0,9.9642e-09,0.25267,3239.0,9.98398e-09,0.14573,2076.0,9.95396e-09,0.25921,813.0,9.95487e-09,0.15297,33.0,9.9717e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,1,,0.33219,5000.0,0.192793,,,,0.33414,5000.0,0.192793,0.7009,5000.0,0.000232798,0.5971,5000.0,3.99468e-05,0.95418,5000.0,2.31467e-06,0.7178,5000.0,3.96381e-07,1.25099,3059.0,9.99717e-09,0.66341,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,2,,0.34142,5000.0,0.192793,,,,0.3309,5000.0,0.192793,0.70121,5000.0,0.000232798,0.58316,5000.0,3.99468e-05,0.97155,5000.0,2.31467e-06,0.71202,5000.0,3.96381e-07,1.24081,3059.0,9.99717e-09,0.67194,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,3,,0.3346,5000.0,0.192793,,,,0.33087,5000.0,0.192793,0.71366,5000.0,0.000232798,0.58949,5000.0,3.99468e-05,0.96181,5000.0,2.31467e-06,0.7066,5000.0,3.96381e-07,1.24471,3059.0,9.99717e-09,0.66604,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,4,,0.33596,5000.0,0.192793,,,,0.33039,5000.0,0.192793,0.70678,5000.0,0.000232798,0.584,5000.0,3.99468e-05,0.95925,5000.0,2.31467e-06,0.7191,5000.0,3.96381e-07,1.24273,3059.0,9.99717e-09,0.66906,2094.0,9.99353e-09
consensus.2.v1.jani,{'K': 16},steps_max,AverageMDP,2064,3,5,,0.33454,5000.0,0.192793,,,,0.33312,5000.0,0.192793,0.71056,5000.0,0.000232798,0.58656,5000.0,3.99468e-05,0.95323,5000.0,2.31467e-06,0.70259,5000.0,3.96381e-07,1.24269,3059.0,9.99717e-09,0.66287,2094.0,9.99353e-09
